,ano,ocupacao,Estado,Valor,ativo_problematico_deflacionado,ativo_problematico/pop
3081,2014,Empresário,MINAS GERAIS,20539989.0,2622883297.8622646,127.6964314762907
3082,2014,Outros,MINAS GERAIS,20539989.0,8261723663.286357,402.22629443892873
3083,2014,Servidor ou empregado público,MINAS GERAIS,20539989.0,1177203329.6681902,57.3127536566933
3104,2015,Aposentado/pensionista,MINAS GERAIS,20539989.0,478638030.2225591,23.302740338495756
3105,2015,Autônomo,MINAS GERAIS,20539989.0,1331147256.3529012,64.80759343896928
3106,2015,Empregado de empresa privada,MINAS GERAIS,20539989.0,1482048889.021229,72.15431756176837
3107,2015,Empregado de entidades sem fins lucrativos,MINAS GERAIS,20539989.0,8951677.930929687,0.43581707521506885
3108,2015,Empresário,MINAS GERAIS,20539989.0,2957974770.898276,144.01053335025037
3109,2015,Outros,MINAS GERAIS,20539989.0,8956104867.094904,436.03260289452464
3110,2015,Servidor ou empregado público,MINAS GERAIS,20539989.0,1084616633.0208697,52.80512238934839
3131,2016,Aposentado/pensionista,MINAS GERAIS,20539989.0,665449759.7222179,32.39776611965166
3132,2016,Autônomo,MINAS GERAIS,20539989.0,834041297.8813919,40.60573245104425
3133,2016,Empregado de empresa privada,MINAS GERAIS,20539989.0,1455557057.315085,70.86454901777624
3134,2016,Empregado de entidades sem fins lucrativos,MINAS GERAIS,20539989.0,5448930.974137992,0.2652840259134507
3135,2016,Empresário,MINAS GERAIS,20539989.0,2293890788.274823,111.67926079584673
3136,2016,MEI,MINAS GERAIS,20539989.0,77635124.58637248,3.779706239685546
3137,2016,Outros,MINAS GERAIS,20539989.0,9277046727.1464,451.6578235337127
3138,2016,Servidor ou empregado público,MINAS GERAIS,20539989.0,1235094741.5868983,60.13122702192773
3160,2017,Aposentado/pensionista,MINAS GERAIS,20539989.0,1001629095.0992,48.76483113497286
3161,2017,Autônomo,MINAS GERAIS,20539989.0,1437549533.4113002,69.98784339228712
3162,2017,Empregado de empresa privada,MINAS GERAIS,20539989.0,2118271328.17121,103.12913644555555
3163,2017,Empregado de entidades sem fins lucrativos,MINAS GERAIS,20539989.0,15451301.080239339,0.7522545937215126
3164,2017,Empresário,MINAS GERAIS,20539989.0,3359604502.5960884,163.5640848004392
3165,2017,MEI,MINAS GERAIS,20539989.0,155191985.46811688,7.555602170386599
3166,2017,Outros,MINAS GERAIS,20539989.0,4937962455.970696,240.407259028751
3167,2017,Servidor ou empregado público,MINAS GERAIS,20539989.0,1497023539.6589782,72.8833661818893
3188,2018,Aposentado/pensionista,MINAS GERAIS,20539989.0,1219679789.9687738,59.3807421205909
3189,2018,Autônomo,MINAS GERAIS,20539989.0,1372265310.519366,66.80944719684933
3190,2018,Empregado de empresa privada,MINAS GERAIS,20539989.0,2139111109.3872745,104.14373198482602
3191,2018,Empregado de entidades sem fins lucrativos,MINAS GERAIS,20539989.0,13672215.459401766,0.665638889066677
3192,2018,Empresário,MINAS GERAIS,20539989.0,3025389164.2146106,147.29263799579496
3193,2018,MEI,MINAS GERAIS,20539989.0,202116852.72282875,9.840163630215612
3194,2018,Outros,MINAS GERAIS,20539989.0,4837491710.9342785,235.51578878325
3195,2018,Servidor ou empregado público,MINAS GERAIS,20539989.0,1573708823.7370672,76.61682894460495
3216,2019,Aposentado/pensionista,MINAS GERAIS,20539989.0,1096070963.574983,53.36278240338799
3217,2019,Autônomo,MINAS GERAIS,20539989.0,1597953114.2037373,77.79717477958422
3218,2019,Empregado de empresa privada,MINAS GERAIS,20539989.0,2479290534.4922433,120.70554343978681
3219,2019,Empregado de entidades sem fins lucrativos,MINAS GERAIS,20539989.0,16765085.432571637,0.8162168651877875
3220,2019,Empresário,MINAS GERAIS,20539989.0,2954336103.5783753,143.83338294769172
3221,2019,MEI,MINAS GERAIS,20539989.0,242533610.31345055,11.807874401171809
3222,2019,Outros,MINAS GERAIS,20539989.0,5649487382.632121,275.04821850839943
3223,2019,Servidor ou empregado público,MINAS GERAIS,20539989.0,1371590407.1869211,66.77658917864665
3244,2020,Aposentado/pensionista,MINAS GERAIS,20539989.0,1048625964.3667085,51.05289805007727
3245,2020,Autônomo,MINAS GERAIS,20539989.0,1571490410.6118963,76.50882435291939
3246,2020,Empregado de empresa privada,MINAS GERAIS,20539989.0,2665771955.1607003,129.7844879644629
3247,2020,Empregado de entidades sem fins lucrativos,MINAS GERAIS,20539989.0,13269995.006365942,0.6460565780422737
3248,2020,Empresário,MINAS GERAIS,20539989.0,2838635124.175001,138.20042085587295
3249,2020,MEI,MINAS GERAIS,20539989.0,300807605.2270916,14.644974017614693
3250,2020,Outros,MINAS GERAIS,20539989.0,5757928762.268958,280.3277432265888
3251,2020,Servidor ou empregado público,MINAS GERAIS,20539989.0,1319567388.5673578,64.24382157981476
3272,2021,Aposentado/pensionista,MINAS GERAIS,20539989.0,1108699000.321756,53.977584911158225
3273,2021,Autônomo,MINAS GERAIS,20539989.0,1483193679.6490405,72.21005228625198
3274,2021,Empregado de empresa privada,MINAS GERAIS,20539989.0,2999083653.583796,146.01194058983168
3275,2021,Empregado de entidades sem fins lucrativos,MINAS GERAIS,20539989.0,13009517.648047509,0.6333751029782688
3276,2021,Empresário,MINAS GERAIS,20539989.0,2512245343.6255755,122.30996538632886
3277,2021,MEI,MINAS GERAIS,20539989.0,309845726.1706979,15.084999615661816
3278,2021,Outros,MINAS GERAIS,20539989.0,6761159911.652492,329.1705712039326
3279,2021,Servidor ou empregado público,MINAS GERAIS,20539989.0,1499143204.6899817,72.9865631714789
3300,2022,Aposentado/pensionista,MINAS GERAIS,20539989.0,1303436072.3814247,63.45846009856309
3301,2022,Autônomo,MINAS GERAIS,20539989.0,1661203974.532299,80.87657566575615
3302,2022,Empregado de empresa privada,MINAS GERAIS,20539989.0,4235264937.3174424,206.19606647878157
3303,2022,Empregado de entidades sem fins lucrativos,MINAS GERAIS,20539989.0,17238667.663265746,0.8392734613083651
3304,2022,Empresário,MINAS GERAIS,20539989.0,2958855221.552344,144.05339854623796
3305,2022,MEI,MINAS GERAIS,20539989.0,449457488.31595546,21.882070546189457
3306,2022,Outros,MINAS GERAIS,20539989.0,8379589655.363834,407.96466129382225
3307,2022,Servidor ou empregado público,MINAS GERAIS,20539989.0,2194518519.59466,106.84127044053723
3328,2012,Aposentado/pensionista,MATO GROSSO DO SUL,2757013.0,88571887.69516416,32.12603193933585
3329,2012,Autônomo,MATO GROSSO DO SUL,2757013.0,317037521.26995057,114.99311801212058
3330,2012,Empregado de empresa privada,MATO GROSSO DO SUL,2757013.0,162989999.15819556,59.11832811749366
3331,2012,Empregado de entidades sem fins lucrativos,MATO GROSSO DO SUL,2757013.0,1818764.0705907932,0.659686432595999
3332,2012,Empresário,MATO GROSSO DO SUL,2757013.0,515534538.007079,186.99024560532686
3333,2012,Outros,MATO GROSSO DO SUL,2757013.0,1055252629.1921442,382.75214124566844
3334,2012,Servidor ou empregado público,MATO GROSSO DO SUL,2757013.0,287633096.4978323,104.32779841728433
3355,2013,Aposentado/pensionista,MATO GROSSO DO SUL,2757013.0,86758896.18702655,31.468439280854515
3356,2013,Autônomo,MATO GROSSO DO SUL,2757013.0,359578418.2003108,130.42318559989047
3357,2013,Empregado de empresa privada,MATO GROSSO DO SUL,2757013.0,159364707.10300362,57.80339341998156
3358,2013,Empregado de entidades sem fins lucrativos,MATO GROSSO DO SUL,2757013.0,2196118.9006251562,0.7965573251287376
3359,2013,Empresário,MATO GROSSO DO SUL,2757013.0,540730453.7068247,196.12909105137504
3360,2013,Outros,MATO GROSSO DO SUL,2757013.0,1174874308.9486248,426.1402862259354
3361,2013,Servidor ou empregado público,MATO GROSSO DO SUL,2757013.0,279405453.451885,101.34353862382405
3382,2014,Aposentado/pensionista,MATO GROSSO DO SUL,2757013.0,79512411.04532439,28.840056628432432
3383,2014,Autônomo,MATO GROSSO DO SUL,2757013.0,346123764.5174768,125.54302954591682
3384,2014,Empregado de empresa privada,MATO GROSSO DO SUL,2757013.0,157346458.93159094,57.07135183315818
3385,2014,Empregado de entidades sem fins lucrativos,MATO GROSSO DO SUL,2757013.0,3620805.8777816687,1.3133075098962785
3386,2014,Empresário,MATO GROSSO DO SUL,2757013.0,456555383.1678391,165.59783474645897
3387,2014,Outros,MATO GROSSO DO SUL,2757013.0,1308025609.7547064,474.43577877750533
3388,2014,Servidor ou empregado público,MATO GROSSO DO SUL,2757013.0,272383527.18832016,98.7966060328044
3409,2015,Aposentado/pensionista,MATO GROSSO DO SUL,2757013.0,85030655.46667317,30.84158669787671
3410,2015,Autônomo,MATO GROSSO DO SUL,2757013.0,310690128.1202886,112.69084626016947
3411,2015,Empregado de empresa privada,MATO GROSSO DO SUL,2757013.0,181372197.6291574,65.78576075961826
3412,2015,Empregado de entidades sem fins lucrativos,MATO GROSSO DO SUL,2757013.0,3158215.755164488,1.1455208064541185
3413,2015,Empresário,MATO GROSSO DO SUL,2757013.0,526718051.0144112,191.04663308240157
3414,2015,Outros,MATO GROSSO DO SUL,2757013.0,1472466456.3840783,534.0803457887497
3415,2015,Servidor ou empregado público,MATO GROSSO DO SUL,2757013.0,274218575.73869616,99.46219903159549
3436,2016,Aposentado/pensionista,MATO GROSSO DO SUL,2757013.0,117171446.36931138,42.49941743811559
3437,2016,Autônomo,MATO GROSSO DO SUL,2757013.0,219910788.59515876,79.76414641322285
3438,2016,Empregado de empresa privada,MATO GROSSO DO SUL,2757013.0,230501953.22197998,83.60568238959337
3439,2016,Empregado de entidades sem fins lucrativos,MATO GROSSO DO SUL,2757013.0,1934414.799512037,0.7016342685043694
3440,2016,Empresário,MATO GROSSO DO SUL,2757013.0,568527359.6029408,206.21134525043618
3441,2016,MEI,MATO GROSSO DO SUL,2757013.0,19828385.06340566,7.191980982101158
3442,2016,Outros,MATO GROSSO DO SUL,2757013.0,1429799850.4891782,518.6046821285131
3443,2016,Servidor ou empregado público,MATO GROSSO DO SUL,2757013.0,309682670.7220035,112.32542999325847
3464,2017,Aposentado/pensionista,MATO GROSSO DO SUL,2757013.0,153954278.46658474,55.84096936306965
3465,2017,Autônomo,MATO GROSSO DO SUL,2757013.0,323738025.36681527,117.42346712431724
3466,2017,Empregado de empresa privada,MATO GROSSO DO SUL,2757013.0,347710670.2623907,126.11861832439335
3467,2017,Empregado de entidades sem fins lucrativos,MATO GROSSO DO SUL,2757013.0,1484435.6600043348,0.5384217121951673
3468,2017,Empresário,MATO GROSSO DO SUL,2757013.0,643619562.3568711,233.44814201342945
3469,2017,MEI,MATO GROSSO DO SUL,2757013.0,33075582.120376408,11.996890156258388
3470,2017,Outros,MATO GROSSO DO SUL,2757013.0,780440633.5609407,283.07470206377
3471,2017,Servidor ou empregado público,MATO GROSSO DO SUL,2757013.0,328656085.3432979,119.20730346331261
3492,2018,Aposentado/pensionista,MATO GROSSO DO SUL,2757013.0,157844375.6514669,57.25195189557209
3493,2018,Autônomo,MATO GROSSO DO SUL,2757013.0,295078667.28515434,107.02839169969613
3494,2018,Empregado de empresa privada,MATO GROSSO DO SUL,2757013.0,358547338.5058567,130.04920125725076
3495,2018,Empregado de entidades sem fins lucrativos,MATO GROSSO DO SUL,2757013.0,1739750.186182375,0.6310271972538305
3496,2018,Empresário,MATO GROSSO DO SUL,2757013.0,542944164.4210243,196.93202912754649
3497,2018,MEI,MATO GROSSO DO SUL,2757013.0,42488650.160741575,15.411117089669716
3498,2018,Outros,MATO GROSSO DO SUL,2757013.0,771216206.7706453,279.7288974591869
3499,2018,Servidor ou empregado público,MATO GROSSO DO SUL,2757013.0,305639423.3392596,110.85889814058172
3520,2019,Aposentado/pensionista,MATO GROSSO DO SUL,2757013.0,167707880.7087999,60.829557462659736
3521,2019,Autônomo,MATO GROSSO DO SUL,2757013.0,326429452.8341159,118.39967850500376
3522,2019,Empregado de empresa privada,MATO GROSSO DO SUL,2757013.0,453972097.66359764,164.66084768682543
3523,2019,Empregado de entidades sem fins lucrativos,MATO GROSSO DO SUL,2757013.0,1814002.5590795807,0.6579593781674518
3524,2019,Empresário,MATO GROSSO DO SUL,2757013.0,702852878.0615628,254.93273991147765
3525,2019,MEI,MATO GROSSO DO SUL,2757013.0,55083474.0499292,19.979403089477344
3526,2019,Outros,MATO GROSSO DO SUL,2757013.0,931482479.8204535,337.8592991111952
3527,2019,Servidor ou empregado público,MATO GROSSO DO SUL,2757013.0,361722614.66446424,131.20091006624352
3548,2020,Aposentado/pensionista,MATO GROSSO DO SUL,2757013.0,207646049.12263906,75.31558578890962
3549,2020,Autônomo,MATO GROSSO DO SUL,2757013.0,327002629.2818857,118.60757612745594
3550,2020,Empregado de empresa privada,MATO GROSSO DO SUL,2757013.0,550353564.2824886,199.61950280339215
3551,2020,Empregado de entidades sem fins lucrativos,MATO GROSSO DO SUL,2757013.0,1870838.0087539873,0.6785742427598228
3552,2020,Empresário,MATO GROSSO DO SUL,2757013.0,584943061.8227257,212.16550731633316
3553,2020,MEI,MATO GROSSO DO SUL,2757013.0,69081070.95397054,25.056490830464178
3554,2020,Outros,MATO GROSSO DO SUL,2757013.0,987246360.3964727,358.0854933932022
3555,2020,Servidor ou empregado público,MATO GROSSO DO SUL,2757013.0,417305225.2344911,151.36135565356096
3576,2021,Aposentado/pensionista,MATO GROSSO DO SUL,2757013.0,248510578.31212655,90.13761571386371
3577,2021,Autônomo,MATO GROSSO DO SUL,2757013.0,337659829.93363196,122.47306412179847
3578,2021,Empregado de empresa privada,MATO GROSSO DO SUL,2757013.0,663069722.5339698,240.50293652368333
3579,2021,Empregado de entidades sem fins lucrativos,MATO GROSSO DO SUL,2757013.0,2743045.593468031,0.9949338626506408
3580,2021,Empresário,MATO GROSSO DO SUL,2757013.0,541924737.5518248,196.56227139727844
3581,2021,MEI,MATO GROSSO DO SUL,2757013.0,83406157.62370332,30.25236283749961
3582,2021,Outros,MATO GROSSO DO SUL,2757013.0,1174968181.463911,426.1743348558426
3583,2021,Servidor ou empregado público,MATO GROSSO DO SUL,2757013.0,546364295.4125371,198.17254957177826
3604,2022,Aposentado/pensionista,MATO GROSSO DO SUL,2757013.0,256443591.3144331,93.0150098365271
3605,2022,Autônomo,MATO GROSSO DO SUL,2757013.0,408172682.95110774,148.04887860561692
3606,2022,Empregado de empresa privada,MATO GROSSO DO SUL,2757013.0,848554080.7139994,307.7802247265426
3607,2022,Empregado de entidades sem fins lucrativos,MATO GROSSO DO SUL,2757013.0,3649359.737785227,1.3236643199670177
3608,2022,Empresário,MATO GROSSO DO SUL,2757013.0,653362350.3446274,236.98196212517945
3609,2022,MEI,MATO GROSSO DO SUL,2757013.0,105987769.41301072,38.442970494883674
3610,2022,Outros,MATO GROSSO DO SUL,2757013.0,1381108155.805919,500.94365017717325
3611,2022,Servidor ou empregado público,MATO GROSSO DO SUL,2757013.0,683943334.7728337,248.07403330083451
3632,2012,Aposentado/pensionista,MATO GROSSO,3658649.0,67921765.6219677,18.564712171615177
3633,2012,Autônomo,MATO GROSSO,3658649.0,770689016.8563527,210.64852541371218
3634,2012,Empregado de empresa privada,MATO GROSSO,3658649.0,287251509.7838484,78.51300023146479
3635,2012,Empregado de entidades sem fins lucrativos,MATO GROSSO,3658649.0,2548001.122702124,0.6964322411639171
3636,2012,Empresário,MATO GROSSO,3658649.0,1508315373.0048583,412.26020123954453
3637,2012,Outros,MATO GROSSO,3658649.0,1631685843.762873,445.98042713659413
3638,2012,Servidor ou empregado público,MATO GROSSO,3658649.0,425195231.82565904,116.21645908794723
3658,2013,Aposentado/pensionista,MATO GROSSO,3658649.0,75001080.64323787,20.49966548943008
3659,2013,Autônomo,MATO GROSSO,3658649.0,809293193.7214117,221.2000095448926
3660,2013,Empregado de empresa privada,MATO GROSSO,3658649.0,263471547.25729734,72.01334352032603
3661,2013,Empregado de entidades sem fins lucrativos,MATO GROSSO,3658649.0,2321636.4109089626,0.6345611210337375
3662,2013,Empresário,MATO GROSSO,3658649.0,1353286570.205909,369.8869637961742
3663,2013,Outros,MATO GROSSO,3658649.0,1762238154.3268619,481.6636289315706
3664,2013,Servidor ou empregado público,MATO GROSSO,3658649.0,450319694.1428728,123.08360111693491
3685,2014,Aposentado/pensionista,MATO GROSSO,3658649.0,73313488.5779381,20.03840449792754
3686,2014,Autônomo,MATO GROSSO,3658649.0,721409961.3792375,197.1793307800878
3687,2014,Empregado de empresa privada,MATO GROSSO,3658649.0,268330751.3788715,73.3414851708572
3688,2014,Empregado de entidades sem fins lucrativos,MATO GROSSO,3658649.0,1498162.3288217718,0.40948512109846336
3689,2014,Empresário,MATO GROSSO,3658649.0,1209040692.0895383,330.46096854044714
3690,2014,Outros,MATO GROSSO,3658649.0,1854679337.086533,506.9301091978304
3691,2014,Servidor ou empregado público,MATO GROSSO,3658649.0,395106083.3194068,107.99234452919829
3712,2015,Aposentado/pensionista,MATO GROSSO,3658649.0,55415874.847307324,15.146540388899652
3713,2015,Autônomo,MATO GROSSO,3658649.0,790450958.4164069,216.04995680547844
3714,2015,Empregado de empresa privada,MATO GROSSO,3658649.0,314211781.0445227,85.88191462053963
3715,2015,Empregado de entidades sem fins lucrativos,MATO GROSSO,3658649.0,1709517.9043382527,0.4672538700318759
3716,2015,Empresário,MATO GROSSO,3658649.0,1684899371.0453064,460.52501102054515
3717,2015,Outros,MATO GROSSO,3658649.0,2183565511.2698736,596.8229013687494
3718,2015,Servidor ou empregado público,MATO GROSSO,3658649.0,396880409.63403237,108.47731215375741
3739,2016,Aposentado/pensionista,MATO GROSSO,3658649.0,86304882.2026222,23.589276315553146
3740,2016,Autônomo,MATO GROSSO,3658649.0,707893170.2851783,193.4848547333123
3741,2016,Empregado de empresa privada,MATO GROSSO,3658649.0,317628406.6484618,86.81576359155028
3742,2016,Empregado de entidades sem fins lucrativos,MATO GROSSO,3658649.0,468710.70434860024,0.1281103227854326
3743,2016,Empresário,MATO GROSSO,3658649.0,2101802149.2081287,574.4749357503626
3744,2016,MEI,MATO GROSSO,3658649.0,15436941.60689066,4.219301060826185
3745,2016,Outros,MATO GROSSO,3658649.0,2128385671.8817308,581.7408753563763
3746,2016,Servidor ou empregado público,MATO GROSSO,3658649.0,325840583.6316551,89.06035633143685
3767,2017,Aposentado/pensionista,MATO GROSSO,3658649.0,134815982.04684007,36.84856952575666
3768,2017,Autônomo,MATO GROSSO,3658649.0,809757344.6576216,221.32687356934804
3769,2017,Empregado de empresa privada,MATO GROSSO,3658649.0,456502023.9486637,124.77338600906064
3770,2017,Empregado de entidades sem fins lucrativos,MATO GROSSO,3658649.0,1262071.701129154,0.3449556656375493
3771,2017,Empresário,MATO GROSSO,3658649.0,1722044536.2137072,470.67771087461716
3772,2017,MEI,MATO GROSSO,3658649.0,27283320.336466614,7.45721175670763
3773,2017,Outros,MATO GROSSO,3658649.0,1244332721.140203,340.1071600856499
3774,2017,Servidor ou empregado público,MATO GROSSO,3658649.0,359477696.56602806,98.25421803677479
3795,2018,Aposentado/pensionista,MATO GROSSO,3658649.0,150277979.05813068,41.074718853361084
3796,2018,Autônomo,MATO GROSSO,3658649.0,860644211.0086051,235.23552300551518
3797,2018,Empregado de empresa privada,MATO GROSSO,3658649.0,489601767.5973485,133.82037128933345
3798,2018,Empregado de entidades sem fins lucrativos,MATO GROSSO,3658649.0,901720.4876843095,0.2464626936566775
3799,2018,Empresário,MATO GROSSO,3658649.0,1373041586.1540062,375.28650224550273
