,data_base,ocupacao,modalidade,carteira_ativa,carteira_ativa_deflacionada
193,2013-10-31,Empresário,Habitacional,41364988174.25,71623795808.23436
195,2013-10-31,Empresário,Rural e agroindustrial,56079261467.11,97101673412.23224
194,2013-10-31,Empresário,Outros créditos,21846786688.16,37827879515.577675
197,2013-10-31,MEI,Cartão de crédito,12668.93,21936.34992971364
198,2013-10-31,MEI,Empréstimo com consignação em folha,44876.56,77704.10948689352
199,2013-10-31,MEI,Empréstimo sem consignação em folha,5094.09,8820.456093249782
200,2013-10-31,MEI,Outros créditos,9689.77,16777.911430439774
196,2013-10-31,Empresário,Veículos,23603003819.21,40868783012.50051
17,2013-11-30,Empregado de empresa privada,Habitacional,70464528235.07,121318431402.11801
14,2013-11-30,Empregado de empresa privada,Cartão de crédito,17219549347.93,29646813349.450874
15,2013-11-30,Empregado de empresa privada,Empréstimo com consignação em folha,13437522873.72,23135316985.751644
16,2013-11-30,Empregado de empresa privada,Empréstimo sem consignação em folha,10769363044.27,18541559341.349884
18,2013-11-30,Empregado de empresa privada,Outros créditos,11915359256.06,20514615378.04576
23,2013-11-30,Empregado de entidades sem fins lucrativos,Empréstimo sem consignação em folha,92498375.47,159253997.7253337
20,2013-11-30,Empregado de empresa privada,Veículos,26417681278.52,45483191816.73099
21,2013-11-30,Empregado de entidades sem fins lucrativos,Cartão de crédito,138976402.04,239274987.28376552
22,2013-11-30,Empregado de entidades sem fins lucrativos,Empréstimo com consignação em folha,127553894.59,219608912.43416032
13,2013-11-30,Autônomo,Veículos,15694826309.14,27021705198.98417
19,2013-11-30,Empregado de empresa privada,Rural e agroindustrial,4400531261.76,7576373011.846873
51,2013-11-30,Servidor ou empregado público,Outros créditos,8627773264.83,14854394760.020012
0,2013-11-30,Aposentado/pensionista,Cartão de crédito,6958621124.65,11980623736.639448
11,2013-11-30,Autônomo,Outros créditos,10030936930.73,17270214736.555534
10,2013-11-30,Autônomo,Habitacional,24050713594.62,41407995206.71047
9,2013-11-30,Autônomo,Empréstimo sem consignação em folha,7216514813.39,12424638031.066687
8,2013-11-30,Autônomo,Empréstimo com consignação em folha,4293073756.94,7391363954.755653
7,2013-11-30,Autônomo,Cartão de crédito,9028600797.08,15544497549.22949
6,2013-11-30,Aposentado/pensionista,Veículos,7387236566.7,12718568833.366167
5,2013-11-30,Aposentado/pensionista,Rural e agroindustrial,2493981239.02,4293875222.6489882
4,2013-11-30,Aposentado/pensionista,Outros créditos,3660771233.88,6302731813.299516
3,2013-11-30,Aposentado/pensionista,Habitacional,4311294466.43,7422734460.593516
2,2013-11-30,Aposentado/pensionista,Empréstimo sem consignação em folha,7367772177.04,12685057089.501606
1,2013-11-30,Aposentado/pensionista,Empréstimo com consignação em folha,27772679377.34,47816085373.5189
24,2013-11-30,Empregado de entidades sem fins lucrativos,Habitacional,481971501.92,829807962.3607831
12,2013-11-30,Autônomo,Rural e agroindustrial,23554453073.63,40553585910.554276
25,2013-11-30,Empregado de entidades sem fins lucrativos,Outros créditos,90559610.83,155916036.18817505
38,2013-11-30,MEI,Outros créditos,9200.5,15840.455560726537
27,2013-11-30,Empregado de entidades sem fins lucrativos,Veículos,175770477.2,302623165.36865354
53,2013-11-30,Servidor ou empregado público,Veículos,21794771492.33,37523950794.02673
50,2013-11-30,Servidor ou empregado público,Habitacional,50056637964.0,86182267179.8401
49,2013-11-30,Servidor ou empregado público,Empréstimo sem consignação em folha,14836143187.42,25543314695.168987
48,2013-11-30,Servidor ou empregado público,Empréstimo com consignação em folha,70331506355.33,121089408286.56714
47,2013-11-30,Servidor ou empregado público,Cartão de crédito,17158202570.75,29541192905.15833
46,2013-11-30,Outros,Veículos,102689528171.94,176800055166.5226
45,2013-11-30,Outros,Rural e agroindustrial,58366695206.48,100489651828.13077
44,2013-11-30,Outros,Outros créditos,36855225767.35,63453460784.54989
43,2013-11-30,Outros,Habitacional,127696778355.27,219854914709.48328
42,2013-11-30,Outros,Empréstimo sem consignação em folha,34117093891.3,58739232611.95287
41,2013-11-30,Outros,Empréstimo com consignação em folha,85689751241.57,147531622906.55957
26,2013-11-30,Empregado de entidades sem fins lucrativos,Rural e agroindustrial,129523441.72,222999872.03282577
40,2013-11-30,Outros,Cartão de crédito,49710125412.44,85585678225.52022
37,2013-11-30,MEI,Empréstimo sem consignação em folha,4690.37,8075.386940749408
36,2013-11-30,MEI,Empréstimo com consignação em folha,46439.18,79954.10761008429
35,2013-11-30,MEI,Cartão de crédito,12112.53,20854.0832773183
34,2013-11-30,Empresário,Veículos,23291895462.74,40101541764.31944
33,2013-11-30,Empresário,Rural e agroindustrial,57549340484.22,99082416226.22766
32,2013-11-30,Empresário,Outros créditos,22114030330.34,38073617163.88344
31,2013-11-30,Empresário,Habitacional,42370960787.66,72949874617.92456
30,2013-11-30,Empresário,Empréstimo sem consignação em folha,14546897899.76,25045322507.20879
29,2013-11-30,Empresário,Empréstimo com consignação em folha,5952926503.58,10249124258.054474
28,2013-11-30,Empresário,Cartão de crédito,16831792527.99,28979214341.28521
39,2013-11-30,MEI,Veículos,26757.870000000003,46068.89306393107
52,2013-11-30,Servidor ou empregado público,Rural e agroindustrial,3912876221.3,6736779729.1588745
323,2013-12-31,Servidor ou empregado público,Veículos,21776822805.86,37291630387.474556
322,2013-12-31,Servidor ou empregado público,Rural e agroindustrial,4057452164.54,6948167222.730398
270,2013-12-31,Aposentado/pensionista,Cartão de crédito,7463407985.56,12780682219.333426
298,2013-12-31,Empresário,Cartão de crédito,18040849059.47,30893977555.850548
299,2013-12-31,Empresário,Empréstimo com consignação em folha,6178121546.73,10579698758.790043
300,2013-12-31,Empresário,Empréstimo sem consignação em folha,14870513899.83,25464950188.92465
301,2013-12-31,Empresário,Habitacional,43383456765.42,74291821587.10841
302,2013-12-31,Empresário,Outros créditos,22491956282.49,38516257759.70166
303,2013-12-31,Empresário,Rural e agroindustrial,59682704501.88,102203401141.23813
304,2013-12-31,Empresário,Veículos,23304370944.91,39907473897.263245
305,2013-12-31,MEI,Cartão de crédito,9816.78,16810.704418123005
306,2013-12-31,MEI,Empréstimo com consignação em folha,46204.25,79122.27732627804
307,2013-12-31,MEI,Empréstimo sem consignação em folha,4272.08,7315.705774253362
309,2013-12-31,MEI,Veículos,26189.800000000003,44848.61498065128
310,2013-12-31,Outros,Cartão de crédito,54114694474.18,92668485336.5843
311,2013-12-31,Outros,Empréstimo com consignação em folha,89592722400.98,153422687917.81238
312,2013-12-31,Outros,Empréstimo sem consignação em folha,33936619914.73,58114624789.05636
313,2013-12-31,Outros,Habitacional,131431430571.73,225069211145.85516
314,2013-12-31,Outros,Outros créditos,38414578563.16,65782886605.59237
315,2013-12-31,Outros,Rural e agroindustrial,60286142732.8,103236756450.67679
316,2013-12-31,Outros,Veículos,103262411003.42,176831289779.46188
317,2013-12-31,Servidor ou empregado público,Cartão de crédito,18516867420.4,31709133234.51439
318,2013-12-31,Servidor ou empregado público,Empréstimo com consignação em folha,72602594174.21,124328012917.83899
319,2013-12-31,Servidor ou empregado público,Empréstimo sem consignação em folha,14267168653.81,24431754111.094448
320,2013-12-31,Servidor ou empregado público,Habitacional,50979283014.37,87299262915.3768
321,2013-12-31,Servidor ou empregado público,Outros créditos,8492154808.82,14542355473.384844
297,2013-12-31,Empregado de entidades sem fins lucrativos,Veículos,176230586.57,301785341.04469156
296,2013-12-31,Empregado de entidades sem fins lucrativos,Rural e agroindustrial,137338524.86,235184790.39384586
308,2013-12-31,MEI,Outros créditos,4338.99,7430.285527758748
294,2013-12-31,Empregado de entidades sem fins lucrativos,Habitacional,493366607.21,844863611.44688
295,2013-12-31,Empregado de entidades sem fins lucrativos,Outros créditos,89965026.88,154060239.18720502
271,2013-12-31,Aposentado/pensionista,Empréstimo com consignação em folha,28072162409.87,48072058724.94525
272,2013-12-31,Aposentado/pensionista,Empréstimo sem consignação em folha,7223940162.73,12370606533.90026
273,2013-12-31,Aposentado/pensionista,Habitacional,4341536081.2,7434645554.007451
274,2013-12-31,Aposentado/pensionista,Outros créditos,3552972812.02,6084273636.415965
275,2013-12-31,Aposentado/pensionista,Rural e agroindustrial,2542250295.88,4353466032.744386
276,2013-12-31,Aposentado/pensionista,Veículos,7332768943.65,12556969930.882854
278,2013-12-31,Autônomo,Empréstimo com consignação em folha,4449170459.07,7618963600.413821
279,2013-12-31,Autônomo,Empréstimo sem consignação em folha,7330003679.44,12552234565.592777
280,2013-12-31,Autônomo,Habitacional,24587406964.36,42104603636.42202
281,2013-12-31,Autônomo,Outros créditos,10136889404.88,17358874448.102173
282,2013-12-31,Autônomo,Rural e agroindustrial,24474998133.0,41912109596.830666
277,2013-12-31,Autônomo,Cartão de crédito,9662614243.2,16546703903.80354
293,2013-12-31,Empregado de entidades sem fins lucrativos,Empréstimo sem consignação em folha,91655017.91,156954257.3555463
284,2013-12-31,Empregado de empresa privada,Cartão de crédito,18604274822.73,31858813680.090797
285,2013-12-31,Empregado de empresa privada,Empréstimo com consignação em folha,13679779478.04,23425881939.947254
286,2013-12-31,Empregado de empresa privada,Empréstimo sem consignação em folha,10682080339.99,18292484416.093132
287,2013-12-31,Empregado de empresa privada,Habitacional,71569958713.22,122559680582.14693
288,2013-12-31,Empregado de empresa privada,Outros créditos,11871280738.87,20328925733.865932
289,2013-12-31,Empregado de empresa privada,Rural e agroindustrial,4586229175.94,7853669234.769361
290,2013-12-31,Empregado de empresa privada,Veículos,26413378220.06,45231480581.363396
291,2013-12-31,Empregado de entidades sem fins lucrativos,Cartão de crédito,149275473.13,255626168.2205257
292,2013-12-31,Empregado de entidades sem fins lucrativos,Empréstimo com consignação em folha,132005010.2,226051435.2143485
283,2013-12-31,Autônomo,Veículos,15705556239.6,26894914999.22816
39,2014-01-31,MEI,Veículos,26227.600000000002,44503.92827050446
38,2014-01-31,MEI,Outros créditos,10160.16,17240.12230844029
37,2014-01-31,MEI,Empréstimo sem consignação em folha,5165.24,8764.563683293189
36,2014-01-31,MEI,Empréstimo com consignação em folha,46664.759999999995,79182.43117175439
35,2014-01-31,MEI,Cartão de crédito,13963.38,23693.56181784824
30,2014-01-31,Empresário,Empréstimo sem consignação em folha,14851265877.72,25200158281.66669
33,2014-01-31,Empresário,Rural e agroindustrial,60855944035.88,103262539012.5912
32,2014-01-31,Empresário,Outros créditos,23054989458.45,39120529409.32816
31,2014-01-31,Empresário,Habitacional,44149415472.92,74914304754.97305
40,2014-01-31,Outros,Cartão de crédito,54615437389.27,92673424485.43898
34,2014-01-31,Empresário,Veículos,23258219112.99,39465376744.505135
41,2014-01-31,Outros,Empréstimo com consignação em folha,91887213692.15,155917505495.43073
53,2014-01-31,Servidor ou empregado público,Veículos,21795211742.71,36982893594.458595
43,2014-01-31,Outros,Habitacional,134613588902.61,228417144716.13608
44,2014-01-31,Outros,Outros créditos,40198446182.28,68210158973.0636
45,2014-01-31,Outros,Rural e agroindustrial,61426560571.35,104230781526.75645
46,2014-01-31,Outros,Veículos,104250844933.72,176896556492.76938
47,2014-01-31,Servidor ou empregado público,Cartão de crédito,18700796159.170002,31732178730.384293
48,2014-01-31,Servidor ou empregado público,Empréstimo com consignação em folha,74620789586.53,126619220487.09517
49,2014-01-31,Servidor ou empregado público,Empréstimo sem consignação em folha,14416959370.47,24463211491.031357
50,2014-01-31,Servidor ou empregado público,Habitacional,51715653886.07,87752968285.61876
51,2014-01-31,Servidor ou empregado público,Outros créditos,8736179438.76,14823861241.624508
52,2014-01-31,Servidor ou empregado público,Rural e agroindustrial,4164653347.29,7066732519.914535
29,2014-01-31,Empresário,Empréstimo com consignação em folha,6340672666.47,10759079806.590353
42,2014-01-31,Outros,Empréstimo sem consignação em folha,34613140858.04,58732813447.02067
28,2014-01-31,Empresário,Cartão de crédito,18013364121.98,30565719501.406017
27,2014-01-31,Empregado de entidades sem fins lucrativos,Veículos,176434194.73,299379842.10252315
0,2014-01-31,Aposentado/pensionista,Cartão de crédito,7319628320.15,12420206718.369528
1,2014-01-31,Aposentado/pensionista,Empréstimo com consignação em folha,28418958643.98,48222303871.269905
2,2014-01-31,Aposentado/pensionista,Empréstimo sem consignação em folha,7287940325.24,12366437397.024427
3,2014-01-31,Aposentado/pensionista,Habitacional,4366468048.0,7409178910.904605
4,2014-01-31,Aposentado/pensionista,Outros créditos,3685406523.02,6253529394.535959
5,2014-01-31,Aposentado/pensionista,Rural e agroindustrial,2563756738.69,4350273986.246634
6,2014-01-31,Aposentado/pensionista,Veículos,7284251150.32,12360177473.279325
7,2014-01-31,Autônomo,Cartão de crédito,9746359003.18,16537970000.156631
9,2014-01-31,Autônomo,Empréstimo sem consignação em folha,7385888048.599999,12532638591.745739
10,2014-01-31,Autônomo,Habitacional,25030321774.96,42472343823.3184
11,2014-01-31,Autônomo,Outros créditos,10429976990.01,17697957412.283894
12,2014-01-31,Autônomo,Rural e agroindustrial,25041919346.9,42492022997.53677
13,2014-01-31,Autônomo,Veículos,15672746250.24,26594075512.913826
8,2014-01-31,Autônomo,Empréstimo com consignação em folha,4571854854.87,7757686579.18727
15,2014-01-31,Empregado de empresa privada,Empréstimo com consignação em folha,13921302710.85,23622163571.03386
14,2014-01-31,Empregado de empresa privada,Cartão de crédito,18708971821.47,31746051486.12874
24,2014-01-31,Empregado de entidades sem fins lucrativos,Habitacional,498487065.21,845850653.2767054
23,2014-01-31,Empregado de entidades sem fins lucrativos,Empréstimo sem consignação em folha,93133538.72,158032314.30909157
22,2014-01-31,Empregado de entidades sem fins lucrativos,Empréstimo com consignação em folha,135139922.0,229310245.5112007
21,2014-01-31,Empregado de entidades sem fins lucrativos,Cartão de crédito,150450576.09,255289910.1162681
25,2014-01-31,Empregado de entidades sem fins lucrativos,Outros créditos,95145436.55,161446174.39213017
19,2014-01-31,Empregado de empresa privada,Rural e agroindustrial,4680265077.61,7941640916.4735775
20,2014-01-31,Empregado de empresa privada,Veículos,26427348767.42,44842869112.11335
16,2014-01-31,Empregado de empresa privada,Empréstimo sem consignação em folha,10752526684.23,18245271251.721737
26,2014-01-31,Empregado de entidades sem fins lucrativos,Rural e agroindustrial,139887950.63,237366870.0432136
