,data_base,porte,modalidade,longo_prazo,numero_de_operacoes,longo_prazo_deflacionado
276,2015-05-31,Mais de 2 a 3 salários mínimos,Outros créditos,3309498091.88,5580388.0,5073868868.340827
277,2015-05-31,Mais de 2 a 3 salários mínimos,Rural e agroindustrial,4515428401.61,382329.0,6922708809.037646
278,2015-05-31,Mais de 2 a 3 salários mínimos,Veículos,10723036961.97,2149792.0,16439738566.067842
279,2015-05-31,Mais de 3 a 5 salários mínimos,Cartão de crédito,323208262.73,22444063.0,495518141.03772324
280,2015-05-31,Mais de 3 a 5 salários mínimos,Empréstimo com consignação em folha,28653783514.75,6157205.0,43929785151.52418
281,2015-05-31,Mais de 3 a 5 salários mínimos,Empréstimo sem consignação em folha,5329153461.88,4495421.0,8170249715.866615
282,2015-05-31,Mais de 3 a 5 salários mínimos,Habitacional,57676496827.72,844066.0,88425185198.66788
283,2015-05-31,Mais de 3 a 5 salários mínimos,Outros créditos,4459008734.21,5119586.0,6836210498.406989
284,2015-05-31,Mais de 3 a 5 salários mínimos,Rural e agroindustrial,7280561328.41,510768.0,11161998720.863766
285,2015-05-31,Mais de 3 a 5 salários mínimos,Veículos,17316274337.1,2703484.0,26547984871.249966
286,2015-05-31,Mais de 5 a 10 salários mínimos,Cartão de crédito,402718781.41,20465047.0,617417575.4038911
287,2015-05-31,Mais de 5 a 10 salários mínimos,Empréstimo com consignação em folha,38870465270.6,5388849.0,59593218717.45977
288,2015-05-31,Mais de 5 a 10 salários mínimos,Empréstimo sem consignação em folha,9491550395.41,4588957.0,14551717730.769753
289,2015-05-31,Mais de 5 a 10 salários mínimos,Habitacional,81535092130.08,837502.0,125003355237.20087
290,2015-05-31,Mais de 5 a 10 salários mínimos,Outros créditos,6845993874.39,4805811.0,10495753201.17118
291,2015-05-31,Mais de 5 a 10 salários mínimos,Rural e agroindustrial,11576306361.65,647284.0,17747905823.80597
292,2015-05-31,Mais de 5 a 10 salários mínimos,Veículos,18072928831.62,2187917.0,27708029559.976257
293,2015-05-31,Sem rendimento,Cartão de crédito,67158124.5,4434653.0,102961690.17071086
294,2015-05-31,Sem rendimento,Empréstimo com consignação em folha,3544789716.07,1935214.0,5434599956.202193
295,2015-05-31,Sem rendimento,Empréstimo sem consignação em folha,194725133.52,281253.0,298537652.96760994
296,2015-05-31,Sem rendimento,Habitacional,804629660.94,5255.0,1233596537.5547142
297,2015-05-31,Sem rendimento,Outros créditos,584640787.02,459413.0,896326453.7608371
298,2015-05-31,Sem rendimento,Rural e agroindustrial,2262731806.38,66714.0,3469047012.8883734
271,2015-05-31,Mais de 1 a 2 salários mínimos,Veículos,9873783398.44,2248340.0,15137728080.582235
270,2015-05-31,Mais de 1 a 2 salários mínimos,Rural e agroindustrial,4158487166.74,423399.0,6375473860.065301
299,2015-05-31,Sem rendimento,Veículos,9425561961.1,1378415.0,14450549319.965242
268,2015-05-31,Mais de 1 a 2 salários mínimos,Habitacional,35831315299.94,799774.0,54933826871.85486
241,2015-05-31,Acima de 20 salários mínimos,Empréstimo com consignação em folha,16425835966.82,705963.0,25182832996.038174
242,2015-05-31,Acima de 20 salários mínimos,Empréstimo sem consignação em folha,9416093986.26,826729.0,14436033746.469437
243,2015-05-31,Acima de 20 salários mínimos,Habitacional,69798238977.53,286904.0,107009311376.25319
244,2015-05-31,Acima de 20 salários mínimos,Outros créditos,12290218529.38,1162012.0,18842421252.433174
245,2015-05-31,Acima de 20 salários mínimos,Rural e agroindustrial,57184493128.37,862002.0,87670882828.96251
246,2015-05-31,Acima de 20 salários mínimos,Veículos,6673904243.33,438182.0,10231918566.021538
247,2015-05-31,Até 1 salário mínimo,Cartão de crédito,65540084.17,9386852.0,100481034.72683862
269,2015-05-31,Mais de 1 a 2 salários mínimos,Outros créditos,3185901213.96,8004070.0,4884379606.316152
249,2015-05-31,Até 1 salário mínimo,Empréstimo sem consignação em folha,1327825884.8500001,2738097.0,2035720895.6390035
250,2015-05-31,Até 1 salário mínimo,Habitacional,18406679137.51,338568.0,28219709953.752384
251,2015-05-31,Até 1 salário mínimo,Outros créditos,1656821383.7,3535898.0,2540111583.621247
252,2015-05-31,Até 1 salário mínimo,Rural e agroindustrial,2191527556.52,258826.0,3359882113.3694296
253,2015-05-31,Até 1 salário mínimo,Veículos,4440105907.04,801577.0,6807230132.309541
248,2015-05-31,Até 1 salário mínimo,Empréstimo com consignação em folha,12925158685.5,7458382.0,19815862844.468258
255,2015-05-31,Indisponível,Habitacional,307150592.69,5308.0,470899751.82820934
254,2015-05-31,Indisponível,Empréstimo com consignação em folha,6147097.3,2307.0,9424258.529611161
266,2015-05-31,Mais de 1 a 2 salários mínimos,Empréstimo com consignação em folha,29914864030.86,14053543.0,45863177162.494316
265,2015-05-31,Mais de 1 a 2 salários mínimos,Cartão de crédito,201945637.4,29889605.0,309607576.2107609
264,2015-05-31,Mais de 10 a 20 salários mínimos,Veículos,9756050743.02,915170.0,14957229395.120447
263,2015-05-31,Mais de 10 a 20 salários mínimos,Rural e agroindustrial,11651278034.33,483445.0,17862846647.295734
262,2015-05-31,Mais de 10 a 20 salários mínimos,Outros créditos,6222849579.4,2206997.0,9540396119.506302
267,2015-05-31,Mais de 1 a 2 salários mínimos,Empréstimo sem consignação em folha,2729750526.4500003,5757498.0,4185044326.955256
260,2015-05-31,Mais de 10 a 20 salários mínimos,Empréstimo sem consignação em folha,8715855105.119999,1982091.0,13362481153.060995
259,2015-05-31,Mais de 10 a 20 salários mínimos,Empréstimo com consignação em folha,25193976894.47,1934406.0,38625474765.55079
258,2015-05-31,Mais de 10 a 20 salários mínimos,Cartão de crédito,300993771.21,11677744.0,461460584.930984
257,2015-05-31,Indisponível,Veículos,2464265.32,24773.0,3778022.7525005946
256,2015-05-31,Indisponível,Rural e agroindustrial,214645379.68,11648.0,329077847.8959274
261,2015-05-31,Mais de 10 a 20 salários mínimos,Habitacional,80316006350.06,546843.0,123134346337.55627
437,2015-06-30,Indisponível,Veículos,846810.54,22220.0,1288729.7662947201
438,2015-06-30,Mais de 10 a 20 salários mínimos,Cartão de crédito,324992015.92,11765526.0,494593377.0784567
439,2015-06-30,Mais de 10 a 20 salários mínimos,Empréstimo com consignação em folha,25567413758.93,1960221.0,38910105155.642334
440,2015-06-30,Mais de 10 a 20 salários mínimos,Empréstimo sem consignação em folha,8783628801.51,1973375.0,13367481104.556816
441,2015-06-30,Mais de 10 a 20 salários mínimos,Habitacional,80811359705.25,549233.0,122983831432.83194
444,2015-06-30,Mais de 10 a 20 salários mínimos,Veículos,9744412653.32,915200.0,14829662655.58338
443,2015-06-30,Mais de 10 a 20 salários mínimos,Rural e agroindustrial,11971263002.87,497375.0,18218624170.574547
445,2015-06-30,Mais de 1 a 2 salários mínimos,Cartão de crédito,201641859.01,29966899.0,306871317.210093
446,2015-06-30,Mais de 1 a 2 salários mínimos,Empréstimo com consignação em folha,30245713651.77,14166454.0,46029837424.86551
447,2015-06-30,Mais de 1 a 2 salários mínimos,Empréstimo sem consignação em folha,2700520373.75,5723242.0,4109822475.918837
442,2015-06-30,Mais de 10 a 20 salários mínimos,Outros créditos,6248716162.67,2242013.0,9509690939.793627
436,2015-06-30,Indisponível,Rural e agroindustrial,207681516.29000002,11243.0,316062849.13759434
422,2015-06-30,Acima de 20 salários mínimos,Empréstimo sem consignação em folha,9496484339.07,822624.0,14452349687.228916
434,2015-06-30,Indisponível,Empréstimo com consignação em folha,5486076.44,2031.0,8349057.639736239
433,2015-06-30,Até 1 salário mínimo,Veículos,4358402236.95,754571.0,6632891811.010002
432,2015-06-30,Até 1 salário mínimo,Rural e agroindustrial,2107339368.45,239247.0,3207082155.361731
431,2015-06-30,Até 1 salário mínimo,Outros créditos,1683434205.36,3543334.0,2561956503.335599
430,2015-06-30,Até 1 salário mínimo,Habitacional,19727851473.22,355054.0,30023090428.91667
429,2015-06-30,Até 1 salário mínimo,Empréstimo sem consignação em folha,1313794670.3600001,2774519.0,1999415711.6800785
428,2015-06-30,Até 1 salário mínimo,Empréstimo com consignação em folha,13212379389.73,7426551.0,20107433479.894943
427,2015-06-30,Até 1 salário mínimo,Cartão de crédito,56597411.25,9284128.0,86133515.2643455
426,2015-06-30,Acima de 20 salários mínimos,Veículos,6656820386.65,436180.0,10130769724.658106
425,2015-06-30,Acima de 20 salários mínimos,Rural e agroindustrial,58981218312.85,883124.0,89761343419.38757
424,2015-06-30,Acima de 20 salários mínimos,Outros créditos,11821890644.69,1184372.0,17991299881.190758
423,2015-06-30,Acima de 20 salários mínimos,Habitacional,70509114807.79001,288925.0,107305224434.13469
448,2015-06-30,Mais de 1 a 2 salários mínimos,Habitacional,36376255234.9,805482.0,55359682825.33395
435,2015-06-30,Indisponível,Habitacional,303521355.76,5161.0,461917970.31014913
450,2015-06-30,Mais de 1 a 2 salários mínimos,Rural e agroindustrial,4054780733.5699997,408975.0,6170821429.72618
465,2015-06-30,Mais de 3 a 5 salários mínimos,Veículos,17182620815.84,2722651.0,26149597651.82927
452,2015-06-30,Mais de 2 a 3 salários mínimos,Cartão de crédito,190219357.91,20060977.0,289487833.5643838
421,2015-06-30,Acima de 20 salários mínimos,Empréstimo com consignação em folha,16429730715.31,696128.0,25003801942.553333
479,2015-06-30,Sem rendimento,Veículos,9859666750.59,1554241.0,15005063620.52564
478,2015-06-30,Sem rendimento,Rural e agroindustrial,2219374132.8,61286.0,3377583736.125782
477,2015-06-30,Sem rendimento,Outros créditos,612965903.87,465814.0,932850228.8611298
476,2015-06-30,Sem rendimento,Habitacional,842999391.77,5412.0,1282929720.1973221
475,2015-06-30,Sem rendimento,Empréstimo sem consignação em folha,191557753.85999998,283241.0,291524689.0572941
474,2015-06-30,Sem rendimento,Empréstimo com consignação em folha,3519574693.42,1914676.0,5356311072.967948
473,2015-06-30,Sem rendimento,Cartão de crédito,72821547.17,4496323.0,110824430.06155075
472,2015-06-30,Mais de 5 a 10 salários mínimos,Veículos,18054854997.54,2197658.0,27477018721.879375
471,2015-06-30,Mais de 5 a 10 salários mínimos,Rural e agroindustrial,11706795064.34,650163.0,17816140157.30965
470,2015-06-30,Mais de 5 a 10 salários mínimos,Outros créditos,6908034033.37,4868215.0,10513082519.474653
469,2015-06-30,Mais de 5 a 10 salários mínimos,Habitacional,82053975474.06,840067.0,124874922596.30829
468,2015-06-30,Mais de 5 a 10 salários mínimos,Empréstimo sem consignação em folha,9644753482.62,4648265.0,14677995034.907171
467,2015-06-30,Mais de 5 a 10 salários mínimos,Empréstimo com consignação em folha,39361015460.64,5458902.0,59902079461.26113
466,2015-06-30,Mais de 5 a 10 salários mínimos,Cartão de crédito,419574222.1,20572497.0,638534552.4752467
464,2015-06-30,Mais de 3 a 5 salários mínimos,Rural e agroindustrial,7237864104.969999,501123.0,11015038755.26978
463,2015-06-30,Mais de 3 a 5 salários mínimos,Outros créditos,4479126866.12,5141561.0,6816618176.929197
462,2015-06-30,Mais de 3 a 5 salários mínimos,Habitacional,58169157746.31,846977.0,88525498357.5934
461,2015-06-30,Mais de 3 a 5 salários mínimos,Empréstimo sem consignação em folha,5352667540.43,4476796.0,8146027549.954312
460,2015-06-30,Mais de 3 a 5 salários mínimos,Empréstimo com consignação em folha,28674646922.79,6175751.0,43638888844.47608
459,2015-06-30,Mais de 3 a 5 salários mínimos,Cartão de crédito,328899309.7,22362613.0,500539743.5466211
458,2015-06-30,Mais de 2 a 3 salários mínimos,Veículos,10348135977.44,2103848.0,15748446942.798132
457,2015-06-30,Mais de 2 a 3 salários mínimos,Rural e agroindustrial,4446457567.26,371430.0,6766899974.455171
456,2015-06-30,Mais de 2 a 3 salários mínimos,Outros créditos,3295896844.21,5560995.0,5015903994.027116
455,2015-06-30,Mais de 2 a 3 salários mínimos,Habitacional,61094069001.340004,1039393.0,92976813049.69397
454,2015-06-30,Mais de 2 a 3 salários mínimos,Empréstimo sem consignação em folha,3016181819.4,4088471.0,4590216001.819894
453,2015-06-30,Mais de 2 a 3 salários mínimos,Empréstimo com consignação em folha,18456309412.7,5742344.0,28087977407.66419
451,2015-06-30,Mais de 1 a 2 salários mínimos,Veículos,8829784090.32,1976658.0,13437723138.343235
420,2015-06-30,Acima de 20 salários mínimos,Cartão de crédito,208890409.74,6530014.0,317902619.54632556
449,2015-06-30,Mais de 1 a 2 salários mínimos,Outros créditos,3152117985.7,7966571.0,4797092245.739577
570,2015-07-31,Mais de 1 a 2 salários mínimos,Rural e agroindustrial,3947932853.77,394004.0,5961114002.55584
574,2015-07-31,Mais de 2 a 3 salários mínimos,Empréstimo sem consignação em folha,3008438814.88,4049087.0,4542540972.572085
575,2015-07-31,Mais de 2 a 3 salários mínimos,Habitacional,62524706351.22,1028095.0,94408115928.32207
576,2015-07-31,Mais de 2 a 3 salários mínimos,Outros créditos,3239778254.25,5434924.0,4891848020.703625
577,2015-07-31,Mais de 2 a 3 salários mínimos,Rural e agroindustrial,4371586388.2,361989.0,6600802444.549304
578,2015-07-31,Mais de 2 a 3 salários mínimos,Veículos,10185757435.24,2064946.0,15379811036.012054
579,2015-07-31,Mais de 3 a 5 salários mínimos,Cartão de crédito,264003686.55,22170990.0,398627872.0816492
580,2015-07-31,Mais de 3 a 5 salários mínimos,Empréstimo com consignação em folha,28693303600.6,6132747.0,43324965294.12536
581,2015-07-31,Mais de 3 a 5 salários mínimos,Empréstimo sem consignação em folha,5311421489.05,4391229.0,8019890455.233289
582,2015-07-31,Mais de 3 a 5 salários mínimos,Habitacional,56129761614.2,791775.0,84752177990.82199
583,2015-07-31,Mais de 3 a 5 salários mínimos,Outros créditos,4451501228.55,5031656.0,6721468497.257746
584,2015-07-31,Mais de 3 a 5 salários mínimos,Rural e agroindustrial,7164769500.53,487567.0,10818321733.590103
585,2015-07-31,Mais de 3 a 5 salários mínimos,Veículos,16770741011.58,2641835.0,25322694883.70362
586,2015-07-31,Mais de 5 a 10 salários mínimos,Cartão de crédito,353014213.9,20491422.0,533027802.52987766
587,2015-07-31,Mais de 5 a 10 salários mínimos,Empréstimo com consignação em folha,39345528910.659996,5447552.0,59409111556.527245
588,2015-07-31,Mais de 5 a 10 salários mínimos,Empréstimo sem consignação em folha,9640090072.369999,4559652.0,14555889890.940933
589,2015-07-31,Mais de 5 a 10 salários mínimos,Habitacional,82881150923.01,818972.0,125144982859.39745
590,2015-07-31,Mais de 5 a 10 salários mínimos,Outros créditos,6881349323.13,4758112.0,10390376261.697731
591,2015-07-31,Mais de 5 a 10 salários mínimos,Rural e agroindustrial,11647222377.62,631930.0,17586525145.636936
592,2015-07-31,Mais de 5 a 10 salários mínimos,Veículos,17702805561.76,2152578.0,26730049883.69005
593,2015-07-31,Sem rendimento,Cartão de crédito,120876056.6,4725401.0,182514743.8573864
594,2015-07-31,Sem rendimento,Empréstimo com consignação em folha,4319252858.25,2190200.0,6521782321.932423
595,2015-07-31,Sem rendimento,Empréstimo sem consignação em folha,199885104.21,288347.0,301813110.2383691
596,2015-07-31,Sem rendimento,Habitacional,2220281512.06,21971.0,3352476270.8458633
597,2015-07-31,Sem rendimento,Outros créditos,651143261.41,498920.0,983182682.4396036
598,2015-07-31,Sem rendimento,Rural e agroindustrial,2250681724.14,56772.0,3398378553.539882
573,2015-07-31,Mais de 2 a 3 salários mínimos,Empréstimo com consignação em folha,18561630760.27,5735296.0,28026818371.456238
572,2015-07-31,Mais de 2 a 3 salários mínimos,Cartão de crédito,170175750.60999998,19820935.0,256953977.544984
571,2015-07-31,Mais de 1 a 2 salários mínimos,Veículos,8674237265.79,1931247.0,13097516888.4179
541,2015-07-31,Acima de 20 salários mínimos,Empréstimo com consignação em folha,16069152925.34,680949.0,24263343896.78958
544,2015-07-31,Acima de 20 salários mínimos,Outros créditos,11965651425.869999,1146376.0,18067331666.07483
545,2015-07-31,Acima de 20 salários mínimos,Rural e agroindustrial,62308627900.7,881665.0,94081851950.50002
546,2015-07-31,Acima de 20 salários mínimos,Veículos,6570528494.96,430804.0,9921057643.646551
547,2015-07-31,Até 1 salário mínimo,Cartão de crédito,57995990.11000001,9541214.0,87570057.93719918
548,2015-07-31,Até 1 salário mínimo,Empréstimo com consignação em folha,14129917426.14,7811314.0,21335228268.506924
549,2015-07-31,Até 1 salário mínimo,Empréstimo sem consignação em folha,1374107689.74,2918684.0,2074810513.1795068
550,2015-07-31,Até 1 salário mínimo,Habitacional,22810098834.42,427316.0,34441720413.68393
551,2015-07-31,Até 1 salário mínimo,Outros créditos,1807051104.94,3757034.0,2728526052.4897966
552,2015-07-31,Até 1 salário mínimo,Rural e agroindustrial,2045497713.91,226965.0,3088564450.3657074
553,2015-07-31,Até 1 salário mínimo,Veículos,3556093774.53,621076.0,5369463255.564125
554,2015-07-31,Indisponível,Empréstimo com consignação em folha,4786730.82,1822.0,7227642.711886395
555,2015-07-31,Indisponível,Habitacional,302297228.87,5032.0,456448554.3947317
